fname,fnum,cumulative_nv,cnv_change_6m,unit_nv,unit_nv_change,pnv_change_1m,npv_thisy,class,risk,founded_date,scale,management,manager,fee,mmin_amount,rank_1y
天弘债券发起式B,420108,28.44%,3.13%,1.088,0.09%,1.30%,2.06%,债券型,中风险,2012-08-10,0.08亿元（2019-12-31）,天弘基金,刘洋,0.00%,100元起购,409 | 2105
兴业天融债券,002638,18.77%,3.01%,1.089,0.09%,1.11%,1.40%,债券型,中低风险,2016-04-21,123.30亿元（2019-12-31）,兴业基金,雷志强,0.08%,100元起购,1013 | 2105
中海纯债债券C,000299,24.21%,2.35%,1.09,0.18%,0.55%,0.74%,债券型,中低风险,2014-04-23,0.77亿元（2019-12-31）,中海基金,王含嫣,0.00%,100元起购,1794 | 2105
国寿安保尊裕优化回报债券C,004319,10.62%,3.91%,1.09,0.09%,1.11%,1.58%,债券型,中风险,2017-03-23,0.29亿元（2019-12-31）,国寿安保基金,陶尹斌,0.00%,100元起购,757 | 2105
万家稳健增利债券A,519186,84.44%,3.98%,1.1273,-0.33%,1.07%,2.40%,债券型,中风险,2009-08-12,1.51亿元（2019-12-31）,万家基金,陈佳昀,0.08%,100元起购,275 | 2105
交银纯债债券发起A,前端：,37.80%,3.58%,1.091,0.00%,1.49%,2.15%,债券型,中低风险,2012-12-19,10.80亿元（2019-12-31）,交银施罗德基金,于海颖,0.08%,100元起购,374 | 2105
中融恒泰纯债C,003014,16.22%,2.99%,1.0568,0.09%,1.25%,1.65%,债券型,中低风险,2016-12-27,0.00亿元（2019-12-31）,中融基金,李倩,0.00%,100元起购,680 | 2105
申万菱信安泰惠利纯债C,005990,9.59%,2.81%,1.0959,0.08%,1.13%,1.86%,债券型,中低风险,2018-08-16,0.10亿元（2019-12-31）,申万菱信基金,唐俊杰,0.00%,100元起购,515 | 2105
申万菱信安泰惠利纯债A,005936,9.60%,2.80%,1.096,0.07%,1.14%,1.85%,债券型,中低风险,2018-08-16,8.48亿元（2019-12-31）,申万菱信基金,唐俊杰,0.08%,100元起购,520 | 2105
博时富祥纯债债券,003258,13.36%,3.35%,1.0972,0.07%,1.19%,1.71%,债券型,中低风险,2016-11-10,0.54亿元（2019-12-31）,博时基金,陈黎,0.08%,100元起购,628 | 2105
南方祥元债券C,004706,14.70%,2.87%,1.098,0.09%,1.29%,1.86%,债券型,中低风险,2017-08-03,1.69亿元（2019-12-31）,南方基金,黄斌斌,0.00%,10元起购,517 | 2105
平安中短债债券E,006851,6.19%,3.51%,1.0619,0.04%,1.47%,2.04%,债券型,中低风险,2019-01-23,3.38亿元（2019-12-31）,平安基金,段玮婧,0.00%,100元起购,423 | 2105
博时富诚纯债债券,003866,15.31%,2.81%,1.0625,0.07%,1.04%,1.49%,债券型,中低风险,2017-03-17,5.24亿元（2019-12-31）,博时基金,程卓,0.08%,100元起购,879 | 2105
平安鼎弘混合(LOF),167003,10.12%,1.09%,1.1012,-0.02%,3.12%,2.25%,混合型,中高风险,2017-04-26,2.06亿元（2019-12-31）,平安基金,刘俊廷,0.12%,100元起购,1789 | 3302
国寿安保尊裕优化回报债券A,004318,11.83%,3.96%,1.102,0.09%,1.10%,1.47%,债券型,中风险,2017-03-23,6.83亿元（2019-12-31）,国寿安保基金,陶尹斌,0.08%,100元起购,912 | 2105
博时裕弘纯债债券,002569,11.02%,2.89%,1.105,0.09%,1.19%,1.66%,债券型,中低风险,2016-06-17,20.35亿元（2019-12-31）,博时基金,陈凯杨,0.08%,100元起购,677 | 2105
易方达纯债债券C,110038,42.91%,2.67%,1.109,0.00%,1.09%,1.64%,债券型,中低风险,2012-05-03,9.04亿元（2019-12-31）,易方达基金,张雅君,0.00%,100元起购,691 | 2105
广发双债添利债券A,270044,45.69%,3.19%,1.2108,0.05%,1.28%,1.84%,债券型,中低风险,2012-09-20,94.60亿元（2019-12-31）,广发基金,代宇,0.03%,100元起购,528 | 2105
易方达纯债债券A,110037,47.42%,2.94%,1.111,0.09%,1.18%,1.73%,债券型,中低风险,2012-05-03,40.74亿元（2019-12-31）,易方达基金,张雅君,0.08%,100元起购,604 | 2105
中海纯债债券A,000298,26.60%,2.58%,1.112,0.18%,0.54%,0.72%,债券型,中低风险,2014-04-23,0.08亿元（2019-12-31）,中海基金,王含嫣,0.08%,100元起购,1804 | 2105
大成景旭纯债债券C,000153,42.41%,2.43%,1.0756,0.10%,1.00%,1.28%,债券型,中低风险,2013-07-23,0.06亿元（2019-12-31）,大成基金,陈会荣,0.00%,100元起购,1151 | 2105
浦银安盛稳健增利债券A,004126,13.85%,3.30%,1.113,0.09%,1.27%,1.64%,债券型,中风险,2017-01-23,1.20亿元（2019-12-31）,浦银安盛基金,章潇枫,0.08%,100元起购,693 | 2105
中融恒裕纯债C,005932,5.46%,2.77%,1.0442,0.08%,1.10%,1.64%,债券型,中低风险,2018-10-26,0.00亿元（2019-12-31）,中融基金,哈默,0.00%,100元起购,706 | 2105
鹏华丰润债券(LOF),160617,71.72%,2.30%,1.12,0.10%,0.95%,1.19%,债券型,中风险,2010-12-02,49.94亿元（2019-12-31）,鹏华基金,刘太阳,0.08%,100元起购,1253 | 2105
万家稳健增利债券C,519187,77.17%,3.77%,1.1203,-0.33%,1.03%,2.33%,债券型,中风险,2009-08-12,0.07亿元（2019-12-31）,万家基金,陈佳昀,0.00%,100元起购,293 | 2105
中融恒裕纯债A,005931,5.63%,2.82%,1.0459,0.08%,1.04%,1.58%,债券型,中低风险,2018-10-26,23.45亿元（2019-12-31）,中融基金,哈默,0.06%,100元起购,759 | 2105
天弘债券发起式A,420008,32.80%,3.31%,1.123,0.09%,1.35%,2.18%,债券型,中风险,2012-08-10,2.09亿元（2019-12-31）,天弘基金,刘洋,0.08%,100元起购,356 | 2105
富国纯债债券发起A/B,前端：,40.98%,2.87%,1.0874,0.06%,1.05%,1.60%,债券型,中低风险,2012-11-22,2.54亿元（2019-12-31）,富国基金,朱梦娜,0.08%,100元起购,741 | 2105
鹏华丰享债券,004388,18.60%,2.27%,1.0885,0.06%,1.02%,1.47%,债券型,中低风险,2017-03-09,2.98亿元（2019-12-31）,鹏华基金,方昶,0.08%,100元起购,914 | 2105
富荣富祥纯债,003999,19.05%,3.67%,1.1638,0.07%,1.54%,2.36%,债券型,中低风险,2017-03-09,2.02亿元（2019-12-31）,富荣基金,吕晓蓉,0.08%,100元起购,289 | 2105
南方通利债券A,000563,46.50%,3.36%,1.132,0.09%,1.34%,2.16%,债券型,中低风险,2014-04-25,36.36亿元（2019-12-31）,南方基金,何康,0.08%,100元起购,368 | 2105
广发双债添利债券C,270045,43.07%,3.01%,1.1993,0.05%,1.24%,1.77%,债券型,中低风险,2012-09-20,3.83亿元（2019-12-31）,广发基金,代宇,0.00%,100元起购,578 | 2105
易方达高等级信用债债券C,000148,41.96%,3.22%,1.133,0.09%,1.33%,1.86%,债券型,中低风险,2013-08-23,18.57亿元（2019-12-31）,易方达基金,林森,0.00%,10元起购,511 | 2105
银华永兴纯债债券(LOF)C,161824,29.11%,2.25%,1.134,0.09%,0.89%,1.34%,债券型,中低风险,2013-01-18,0.13亿元（2019-12-31）,银华基金,瞿灿,0.00%,100元起购,1079 | 2105
博时富元纯债债券,004307,16.25%,2.86%,1.0264,0.05%,1.21%,1.71%,债券型,中低风险,2017-02-16,46.44亿元（2019-12-31）,博时基金,程卓,0.08%,100元起购,622 | 2105
前海开源裕源(FOF),005809,47.98%,15.19%,1.4798,0.24%,6.71%,7.00%,混合-FOF,中高风险,2018-05-16,3.15亿元（2019-12-31）,前海开源基金,苏辛,0.15%,100元起购,1409 | 3206
国寿安保尊益信用纯债债券,000931,25.29%,1.97%,1.0258,0.08%,0.88%,1.13%,债券型,中低风险,2015-01-22,6.49亿元（2019-12-31）,国寿安保基金,陶尹斌,0.06%,100元起购,1332 | 2105
长安泓源纯债债券A,004897,14.26%,3.42%,1.1426,0.07%,0.87%,1.27%,债券型,中低风险,2017-07-27,1.52亿元（2019-12-31）,长安基金,徐小勇,0.04%,100元起购,1169 | 2105
富荣富兴纯债,004441,18.97%,3.95%,1.1084,0.06%,1.44%,2.15%,债券型,中低风险,2017-03-09,2.75亿元（2019-12-31）,富荣基金,吕晓蓉,0.08%,100元起购,375 | 2105
信诚稳鑫C,004105,16.97%,2.76%,1.034,0.08%,1.09%,1.50%,债券型,中低风险,2017-03-02,0.00亿元（2019-12-31）,中信保诚基金,宋海娟,0.00%,10元起购,869 | 2105
长安泓源纯债债券C,004898,15.20%,3.35%,1.152,0.07%,0.86%,1.25%,债券型,中低风险,2017-07-27,9.71亿元（2019-12-31）,长安基金,徐小勇,0.00%,100元起购,1190 | 2105
万家家享中短债A,519199,11.66%,2.11%,1.1166,0.05%,0.90%,1.28%,债券型,中低风险,2016-11-01,4.84亿元（2019-12-31）,万家基金,侯慧娣,0.02%,100元起购,1154 | 2105
中加丰润纯债债券C,002882,15.73%,2.28%,1.1573,0.09%,0.95%,1.39%,债券型,中低风险,2016-06-17,0.34亿元（2019-12-31）,中加基金,杨宇俊,0.00%,100元起购,1019 | 2105
南方启元债券A,000561,24.04%,2.47%,1.16,0.09%,0.96%,1.31%,债券型,中低风险,2014-07-25,41.78亿元（2019-12-31）,南方基金,黄河,0.08%,100元起购,1118 | 2105
信诚优质纯债债券B,550019,54.48%,3.76%,1.16,0.17%,1.22%,2.02%,债券型,中低风险,2013-02-07,0.37亿元（2019-12-31）,中信保诚基金,吴胤希,0.00%,100元起购,434 | 2105
国富恒利债券(LOF)A,164509,69.61%,2.61%,1.0086,0.12%,0.89%,1.25%,债券型,中低风险,2014-03-10,1.00亿元（2019-12-31）,国海富兰克林基金,刘怡敏,0.08%,100元起购,1182 | 2105
富国纯债债券发起C,100068,36.65%,2.67%,1.0865,0.06%,1.00%,1.53%,债券型,中低风险,2012-11-22,2.01亿元（2019-12-31）,富国基金,朱梦娜,0.00%,100元起购,834 | 2105
长盛盛景纯债C,003100,11.57%,1.15%,1.0115,0.04%,1.18%,1.60%,债券型,中低风险,2016-08-04,0.03亿元（2019-12-31）,长盛基金,段鹏,0.00%,100元起购,745 | 2105
长盛盛景纯债A,003099,10.32%,1.24%,1.0124,0.04%,1.20%,1.64%,债券型,中低风险,2016-08-04,14.92亿元（2019-12-31）,长盛基金,段鹏,0.08%,100元起购,705 | 2105
信诚优质纯债债券A,550018,60.71%,4.00%,1.169,0.09%,1.21%,2.10%,债券型,中低风险,2013-02-07,0.19亿元（2019-12-31）,中信保诚基金,吴胤希,0.08%,100元起购,395 | 2105
招商添盈纯债E,007328,4.35%,2.64%,1.0546,0.06%,1.13%,1.71%,债券型,中低风险,2019-05-10,1.73亿元（2019-12-31）,招商基金,马龙,0.00%,100元起购,626 | 2105
招商添盈纯债A,006383,5.72%,2.79%,1.0572,0.06%,1.16%,1.75%,债券型,中低风险,2019-01-07,7.15亿元（2019-12-31）,招商基金,马龙,0.08%,100元起购,592 | 2105
融通中国概念债券,005243,21.75%,1.02%,1.2175,0.23%,1.69%,1.72%,QDII,中风险,2017-11-27,0.88亿元（2019-12-31）,融通基金,成涛,0.08%,100元起购,59 | 270
南方启元债券C,000562,21.40%,2.26%,1.179,0.08%,0.86%,1.20%,债券型,中低风险,2014-07-25,1.71亿元（2019-12-31）,南方基金,黄河,0.00%,100元起购,1241 | 2105
中银证券安誉债券A,004956,8.02%,2.30%,1.0221,0.06%,0.88%,1.15%,债券型,中低风险,2018-03-29,5.97亿元（2019-12-31）,中银证券,吴康,0.08%,100元起购,1312 | 2105
金鹰添裕纯债债券,003733,15.27%,2.44%,1.0223,0.07%,0.90%,1.26%,债券型,中低风险,2016-11-23,8.08亿元（2019-12-31）,金鹰基金,林龙军,0.08%,100元起购,1180 | 2105
广发稳裕混合,002622,19.24%,4.52%,1.18,-0.08%,0.77%,0.94%,混合型,中高风险,2016-06-27,6.01亿元（2019-12-31）,广发基金,王予柯,0.10%,10元起购,2303 | 3302
华夏信用债ETF联接C,005582,10.64%,2.29%,1.1064,0.05%,1.00%,1.34%,联接基金,中低风险,2018-05-03,0.02亿元（2019-12-31）,华夏基金,祝灿,0.00%,100元起购,1156 | 1608
信诚稳鑫A,004104,16.66%,2.81%,1.0289,0.07%,1.08%,1.51%,债券型,中低风险,2017-03-02,20.27亿元（2019-12-31）,中信保诚基金,宋海娟,0.08%,10元起购,860 | 2105
宝盈盈润纯债债券,006242,3.80%,3.71%,1.0288,0.04%,1.57%,2.01%,债券型,中低风险,2019-08-16,5.04亿元（2019-12-31）,宝盈基金,杨献忠,0.08%,100元起购,440 | 2105
中银中债3-5年期农发行债券,006224,8.01%,2.89%,1.0691,0.07%,1.06%,1.32%,债券指数,中低风险,2018-09-19,43.84亿元（2019-12-31）,中银基金,郑涛,0.08%,100元起购,824 | 1608
华夏信用债ETF联接A,005581,11.14%,2.41%,1.1114,0.05%,1.02%,1.38%,联接基金,中低风险,2018-05-03,0.22亿元（2019-12-31）,华夏基金,祝灿,0.05%,100元起购,1042 | 1608
博时富腾纯债债券,004601,15.36%,2.77%,1.0365,0.05%,1.07%,1.61%,债券型,中低风险,2017-06-27,4.06亿元（2019-12-31）,博时基金,黄海峰,0.08%,100元起购,729 | 2105
诺安聚利债券C,000737,26.25%,0.08%,1.197,0.08%,0.67%,-0.58%,债券型,中低风险,2014-11-13,1.76亿元（2019-12-31）,诺安基金,谢志华,0.00%,100元起购,2087 | 2105
广发纯债债券C,270049,45.50%,1.86%,1.201,0.08%,1.35%,2.04%,债券型,中低风险,2012-12-12,2.02亿元（2019-12-31）,广发基金,张芊,0.00%,10元起购,422 | 2105
国富恒利债券(LOF)C,164510,27.43%,2.44%,1.0824,0.11%,0.86%,1.20%,债券型,中低风险,2014-03-10,0.56亿元（2019-12-31）,国海富兰克林基金,刘怡敏,0.00%,100元起购,1248 | 2105
华富恒盛纯债债券A,006405,6.13%,2.15%,1.0313,0.09%,1.16%,1.31%,债券型,中低风险,2018-11-20,3.01亿元（2019-12-31）,华富基金,倪莉莎,0.06%,100元起购,1116 | 2105
长盛盛和纯债C,002928,8.94%,0.06%,1.0027,0.04%,1.18%,1.58%,债券型,中低风险,2016-07-05,0.00亿元（2019-12-31）,长盛基金,段鹏,0.00%,100元起购,763 | 2105
长盛盛和纯债A,002927,9.25%,0.23%,1.0043,0.04%,1.22%,1.64%,债券型,中低风险,2016-07-05,14.76亿元（2019-12-31）,长盛基金,段鹏,0.08%,100元起购,700 | 2105
东方添益债券,400030,31.47%,3.58%,1.1681,0.05%,1.34%,2.06%,债券型,中低风险,2014-12-15,11.83亿元（2019-12-31）,东方基金,吴萍萍,0.08%,100元起购,411 | 2105
长盛盛崇灵活配置混合C,003595,19.08%,1.65%,1.0469,0.07%,0.65%,0.91%,混合型,中高风险,2016-11-10,0.61亿元（2019-12-31）,长盛基金,杨衡,0.00%,100元起购,2319 | 3302
中欧增强回报债券(LOF)A,166008,74.29%,2.78%,1.0884,0.03%,1.14%,1.68%,债券型,中风险,2010-12-02,76.59亿元（2019-12-31）,中欧基金,赵国英,0.08%,100元起购,654 | 2105
华夏纯债债券C,000016,32.54%,2.23%,1.212,0.08%,1.00%,1.42%,债券型,中低风险,2013-03-08,4.21亿元（2019-12-31）,华夏基金,柳万军,0.00%,100元起购,977 | 2105
汇添富AAA级信用纯债A,006884,5.07%,1.93%,1.0507,0.08%,0.90%,1.23%,债券型,中低风险,2019-02-22,12.81亿元（2019-12-31）,汇添富基金,徐光,0.08%,100元起购,1209 | 2105
中海惠裕纯债发起式,163907,45.89%,1.49%,0.809,0.12%,0.75%,1.00%,债券型,中低风险,2013-01-07,6.37亿元（2019-12-31）,中海基金,邵强,0.06%,100元起购,1503 | 2105
长盛盛崇灵活配置混合A,003594,21.83%,1.72%,1.0524,0.07%,0.66%,0.92%,混合型,中高风险,2016-11-10,0.00亿元（2019-12-31）,长盛基金,杨衡,0.08%,100元起购,2310 | 3302
招商添盈纯债C,006384,5.36%,2.64%,1.0536,0.06%,1.13%,1.71%,债券型,中低风险,2019-01-07,1.88亿元（2019-12-31）,招商基金,马龙,0.00%,100元起购,624 | 2105
诺安聚利债券A,000736,29.33%,0.33%,1.22,0.08%,0.74%,-0.49%,债券型,中低风险,2014-11-13,0.27亿元（2019-12-31）,诺安基金,谢志华,0.08%,100元起购,2084 | 2105
华富恒盛纯债债券C,006406,2.83%,-0.22%,1.0183,0.09%,1.11%,1.25%,债券型,中低风险,2018-11-20,0.00亿元（2019-12-31）,华富基金,倪莉莎,0.00%,100元起购,1186 | 2105
易方达汇诚养老2043混合(FOF),006292,14.43%,8.09%,1.1443,-1.10%,2.46%,3.34%,混合-FOF,中高风险,2018-12-26,2.84亿元（2019-12-31）,易方达基金,汪玲,0.12%,100元起购,1910 | 3296
信诚惠盈债券C,003237,10.39%,2.42%,1.1039,0.06%,1.08%,1.73%,债券型,中风险,2016-09-02,0.25亿元（2019-12-31）,中信保诚基金,宋海娟,0.00%,10元起购,606 | 2105
信诚惠盈债券A,003236,10.76%,2.47%,1.1076,0.06%,1.09%,1.75%,债券型,中风险,2016-09-02,2.04亿元（2019-12-31）,中信保诚基金,宋海娟,0.08%,10元起购,595 | 2105
兴业裕丰债券,003640,14.93%,2.64%,1.0281,0.11%,1.06%,1.29%,债券型,中低风险,2017-01-03,10.44亿元（2019-12-31）,兴业基金,冯小波,0.08%,100元起购,1139 | 2105
兴业聚丰灵活配置混合,002668,23.70%,3.00%,1.237,0.08%,1.23%,1.56%,混合型,中高风险,2016-07-13,5.29亿元（2019-12-31）,兴业基金,唐丁祥,0.15%,100元起购,2065 | 3302
西部汇逸债券C,675123,15.61%,2.45%,1.1561,0.06%,0.72%,1.14%,债券型,中风险,2017-02-04,0.24亿元（2019-12-31）,西部利得基金,张维文,0.00%,100元起购,1324 | 2105
国泰民安增益纯债A,004101,7.15%,2.00%,1.0343,0.08%,0.93%,1.09%,债券型,中低风险,2017-08-31,14.06亿元（2019-12-31）,国泰基金,黄志翔,0.06%,100元起购,1386 | 2105
嘉实致盈债券,006450,5.98%,2.54%,1.0339,0.08%,1.01%,1.35%,债券型,中低风险,2018-11-02,56.77亿元（2019-12-31）,嘉实基金,刘宁,0.08%,100元起购,1064 | 2105
华夏纯债债券A,000015,36.43%,2.40%,1.242,0.08%,0.98%,1.47%,债券型,中低风险,2013-03-08,28.81亿元（2019-12-31）,华夏基金,柳万军,0.08%,10元起购,916 | 2105
泰信周期回报债券,290009,59.92%,2.38%,1.245,0.08%,0.89%,1.22%,债券型,中风险,2011-02-09,0.53亿元（2019-12-31）,泰信基金,何俊春,0.08%,1000元起购,1217 | 2105
博时富益纯债债券,003607,15.97%,3.20%,1.0387,0.08%,1.15%,1.75%,债券型,中低风险,2016-11-04,20.48亿元（2019-12-31）,博时基金,陈凯杨,0.08%,100元起购,590 | 2105
中欧增强回报债券(LOF)E,001889,25.08%,2.79%,1.0834,0.03%,1.15%,1.68%,债券型,中风险,2015-10-08,1.59亿元（2019-12-31）,中欧基金,赵国英,0.08%,100元起购,658 | 2105
博时景发纯债债券,003023,8.58%,2.85%,1.0423,0.09%,1.13%,1.66%,债券型,中低风险,2016-08-03,9.90亿元（2019-12-31）,博时基金,张鹿,0.08%,100元起购,675 | 2105
中欧增强回报债券(LOF)C,007446,4.02%,2.59%,1.0872,0.03%,1.11%,1.60%,债券型,中风险,2019-05-20,0.79亿元（2019-12-31）,中欧基金,赵国英,0.00%,100元起购,742 | 2105
汇添富AAA级信用纯债C,006885,4.64%,1.73%,1.0464,0.07%,0.86%,1.16%,债券型,中低风险,2019-02-22,1.45亿元（2019-12-31）,汇添富基金,徐光,0.00%,100元起购,1293 | 2105
博时汇享纯债债券A,004366,10.04%,2.63%,1.0494,0.10%,1.04%,1.62%,债券型,中低风险,2017-02-28,16.90亿元（2019-12-31）,博时基金,张鹿,0.08%,100元起购,722 | 2105
浙商聚盈纯债A,686868,40.06%,2.88%,1.0514,0.04%,1.13%,1.56%,债券型,中低风险,2012-09-18,19.99亿元（2019-12-31）,浙商基金,刘爱民,0.08%,100元起购,784 | 2105
交银裕盈纯债债券A,519776,14.99%,2.18%,1.0974,0.09%,1.03%,1.26%,债券型,中低风险,2016-11-04,7.86亿元（2019-12-31）,交银施罗德基金,连端清,0.08%,100元起购,1172 | 2105
西部汇逸债券A,675121,9.20%,2.29%,1.0161,0.06%,0.72%,1.14%,债券型,中风险,2017-02-04,20.50亿元（2019-12-31）,西部利得基金,张维文,0.08%,100元起购,1316 | 2105
建信纯债债券A,530021,40.52%,2.57%,1.4052,0.07%,1.07%,1.66%,债券型,中低风险,2012-11-15,11.97亿元（2019-12-31）,建信基金,黎颖芳,0.08%,100元起购,676 | 2105
华夏移动互联混合人民币,002891,70.70%,48.43%,1.707,0.41%,12.90%,24.24%,QDII,高风险,2016-12-14,1.23亿元（2019-12-31）,华夏基金,刘平,0.15%,100元起购,1 | 270
建信纯债债券C,531021,36.65%,2.36%,1.3665,0.07%,1.04%,1.61%,债券型,中低风险,2012-11-15,8.13亿元（2019-12-31）,建信基金,黎颖芳,0.00%,100元起购,733 | 2105
汇添富安心中国债券A,000395,28.20%,2.31%,1.282,0.00%,0.94%,1.26%,债券型,中低风险,2013-11-22,2.06亿元（2019-12-31）,汇添富基金,何旻,0.08%,100元起购,1174 | 2105
中信保诚景丰债券C,006790,5.60%,2.83%,1.0274,0.03%,1.16%,1.71%,债券型,中低风险,2019-01-15,0.00亿元（2019-12-31）,中信保诚基金,吴胤希,0.00%,100元起购,619 | 2105
中信保诚景丰债券A,006789,5.61%,2.88%,1.0275,0.03%,1.17%,1.72%,债券型,中低风险,2019-01-15,4.04亿元（2019-12-31）,中信保诚基金,吴胤希,0.08%,100元起购,613 | 2105
国泰民安增益纯债C,006340,4.54%,2.00%,1.0292,0.08%,0.88%,1.03%,债券型,中低风险,2018-08-15,0.03亿元（2019-12-31）,国泰基金,黄志翔,0.00%,100元起购,1461 | 2105
万家信用恒利债券C,519189,38.68%,2.26%,1.1621,0.03%,0.98%,1.42%,债券型,中低风险,2012-09-21,2.13亿元（2019-12-31）,万家基金,苏谋东,0.00%,100元起购,976 | 2105
汇添富安心中国债券C,000396,29.40%,2.13%,1.294,0.00%,0.94%,1.17%,债券型,中低风险,2013-11-22,0.32亿元（2019-12-31）,汇添富基金,何旻,0.00%,100元起购,1279 | 2105
华宸未来稳健添利债券A,000104,37.42%,2.04%,1.1265,0.07%,0.94%,1.16%,债券型,中低风险,2013-08-20,0.02亿元（2019-12-31）,华宸未来基金,应晓立,0.08%,100元起购,1296 | 2105
万家信用恒利债券A,519188,43.32%,2.46%,1.1732,0.03%,1.02%,1.48%,债券型,中低风险,2012-09-21,9.01亿元（2019-12-31）,万家基金,苏谋东,0.08%,100元起购,899 | 2105
西部利得合赢债券C,675053,8.83%,1.90%,1.0446,0.08%,0.67%,0.86%,债券型,中风险,2016-09-09,4.01亿元（2019-12-31）,西部利得基金,张维文,0.00%,100元起购,1692 | 2105
鹏华普天债券A,160602,144.62%,2.30%,1.31,0.00%,1.00%,1.39%,债券型,中风险,2003-07-12,26.05亿元（2019-12-31）,鹏华基金,刘涛,0.08%,100元起购,1017 | 2105
浙商聚盈纯债C,686869,36.79%,2.80%,1.0491,0.04%,1.11%,1.53%,债券型,中低风险,2012-09-18,0.01亿元（2019-12-31）,浙商基金,刘爱民,0.00%,100元起购,837 | 2105
博时汇享纯债债券C,004367,10.99%,2.43%,1.0489,0.11%,1.00%,1.55%,债券型,中低风险,2017-02-28,0.00亿元（2019-12-31）,博时基金,张鹿,0.00%,100元起购,810 | 2105
博时裕恒纯债债券,001911,21.15%,2.55%,1.0567,0.05%,1.12%,1.54%,债券型,中低风险,2015-10-23,25.81亿元（2019-12-31）,博时基金,陈凯杨,0.08%,100元起购,825 | 2105
前海联合添惠纯债C,007038,4.56%,2.71%,1.1032,0.05%,0.98%,1.44%,债券型,中低风险,2019-02-22,0.00亿元（2019-12-31）,前海联合,张雅洁,0.00%,100元起购,954 | 2105
前海联合添惠纯债A,003174,10.39%,2.78%,1.1039,0.05%,0.99%,1.45%,债券型,中低风险,2018-04-10,23.00亿元（2019-12-31）,前海联合,张雅洁,0.08%,100元起购,939 | 2105
交银裕盈纯债债券C,519777,15.04%,1.97%,1.1504,0.09%,0.98%,1.20%,债券型,中低风险,2016-11-04,0.00亿元（2019-12-31）,交银施罗德基金,连端清,0.00%,100元起购,1249 | 2105
西部利得合赢债券A,675051,10.82%,1.93%,1.1082,0.07%,0.67%,0.86%,债券型,中风险,2016-09-09,0.00亿元（2019-12-31）,西部利得基金,张维文,0.08%,100元起购,1688 | 2105
万家鑫悦纯债C,006173,6.87%,2.95%,1.0202,0.11%,1.14%,1.66%,债券型,中低风险,2018-08-20,0.00亿元（2019-12-31）,万家基金,周潜玮,0.00%,100元起购,674 | 2105
万家鑫悦纯债A,006172,7.55%,3.17%,1.0209,0.10%,1.17%,1.73%,债券型,中低风险,2018-08-20,20.41亿元（2019-12-31）,万家基金,周潜玮,0.08%,100元起购,611 | 2105
博时富鑫纯债,003703,11.84%,2.64%,1.0669,0.09%,1.04%,1.64%,债券型,中低风险,2016-11-17,84.67亿元（2019-12-31）,博时基金,张鹿,0.08%,100元起购,702 | 2105
德邦锐乾债券A,004246,16.83%,3.21%,1.0363,0.04%,1.26%,1.81%,债券型,中低风险,2017-01-18,10.15亿元（2019-12-31）,德邦基金,张铮烁,0.08%,100元起购,549 | 2105
华泰柏瑞稳健收益债券A,460008,48.77%,2.48%,1.2625,0.03%,1.02%,1.59%,债券型,中低风险,2012-12-04,6.81亿元（2019-12-31）,华泰柏瑞基金,董元星,0.08%,100元起购,755 | 2105
民生加银鑫升纯债,004124,16.68%,2.61%,1.0372,0.09%,0.95%,1.23%,债券型,中低风险,2017-02-17,37.82亿元（2019-12-31）,民生加银基金,胡振仓,0.05%,100元起购,1212 | 2105
民生加银鑫享债券A,003382,18.38%,2.48%,1.1744,0.03%,0.84%,1.38%,债券型,中低风险,2016-10-31,95.66亿元（2019-12-31）,民生加银基金,陆欣,0.08%,100元起购,1033 | 2105
建信中短债纯债债券C,006990,4.12%,2.38%,1.0412,0.05%,0.99%,1.39%,债券型,中低风险,2019-03-08,11.33亿元（2019-12-31）,建信基金,李峰,0.00%,100元起购,1023 | 2105
兴业裕恒债券,003671,12.31%,2.51%,1.0429,0.08%,0.97%,1.21%,债券型,中低风险,2016-11-04,73.99亿元（2019-12-31）,兴业基金,腊博,0.08%,100元起购,1230 | 2105
富荣富金专项金融债纯债,006613,4.35%,2.90%,1.0435,0.10%,0.60%,1.79%,债券型,中低风险,2019-02-18,1.03亿元（2019-12-31）,富荣基金,吕晓蓉,0.08%,100元起购,557 | 2105
鹏华丰源债券,004498,14.74%,2.08%,1.0892,0.06%,0.95%,1.19%,债券型,中低风险,2017-06-08,28.73亿元（2019-12-31）,鹏华基金,刘太阳,0.08%,100元起购,1261 | 2105
建信中短债纯债债券A,006989,4.48%,2.56%,1.0448,0.05%,1.02%,1.45%,债券型,中低风险,2019-03-08,6.06亿元（2019-12-31）,建信基金,李峰,0.04%,100元起购,950 | 2105
华宸未来稳健添利债券C,006258,13.79%,1.90%,1.1379,0.06%,0.90%,1.11%,债券型,中低风险,2018-08-24,1.46亿元（2019-12-31）,华宸未来基金,应晓立,0.00%,100元起购,1362 | 2105
鹏华丰玉债券,004463,16.14%,2.25%,1.0471,0.08%,0.94%,1.19%,债券型,中低风险,2017-03-10,60.97亿元（2019-12-31）,鹏华基金,刘太阳,0.08%,100元起购,1262 | 2105
泰康安益纯债A,002528,14.81%,2.76%,1.0952,0.04%,1.05%,1.55%,债券型,中低风险,2016-08-30,6.71亿元（2019-12-31）,泰康资产,任翀,0.08%,100元起购,812 | 2105
